8.87	13.3333333333333	20.0	13.3333333333333	20.0	20.0	20.0	20.0	20.0	6.66666666666667	6.66666666666667	6.66666666666667	6.66666666666667	11.1111111111111	6.66666666666667	20.0	6.66666666666667	6.66666666666667	6.66666666666667
9.03	13.3333333333333	20.0	13.3333333333333	20.0	20.0	20.0	20.0	20.0	6.66666666666667	6.66666666666667	6.66666666666667	6.66666666666667	15.5555555555556	13.3333333333333	20.0	13.3333333333333	6.66666666666667	20.0
9.53	13.3333333333333	20.0	13.3333333333333	20.0	20.0	20.0	20.0	20.0	6.66666666666667	6.66666666666667	6.66666666666667	6.66666666666667	15.5555555555556	20.0	20.0	6.66666666666667	6.66666666666667	13.3333333333333
9.61	13.3333333333333	20.0	13.3333333333333	20.0	20.0	20.0	20.0	20.0	13.3333333333333	13.3333333333333	13.3333333333333	13.3333333333333	16.6666666666667	16.6666666666667	20.0	13.3333333333333	6.66666666666667	20.0
11.02	13.3333333333333	20.0	13.3333333333333	20.0	20.0	20.0	20.0	20.0	6.66666666666667	10.0	13.3333333333333	10.0	17.7777777777778	20.0	20.0	13.3333333333333	6.66666666666667	6.66666666666667
11.5	13.3333333333333	20.0	20.0	20.0	20.0	20.0	20.0	20.0	6.66666666666667	11.1111111111111	13.3333333333333	13.3333333333333	13.3333333333333	6.66666666666667	20.0	13.3333333333333	6.66666666666667	20.0
11.4	13.3333333333333	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	6.66666666666667	6.66666666666667	11.1111111111111	16.6666666666667	16.6666666666667	20.0	13.3333333333333	6.66666666666667	10.0
10.5	13.3333333333333	20.0	13.3333333333333	20.0	20.0	20.0	20.0	20.0	13.3333333333333	6.66666666666667	13.3333333333333	6.66666666666667	16.6666666666667	16.6666666666667	20.0	13.3333333333333	6.66666666666667	20.0
12.04	13.3333333333333	20.0	20.0	20.0	20.0	20.0	20.0	20.0	6.66666666666667	13.3333333333333	13.3333333333333	11.1111111111111	13.3333333333333	6.66666666666667	20.0	13.3333333333333	20.0	20.0
13.16	20.0	20.0	13.3333333333333	17.7777777777778	20.0	20.0	20.0	20.0	13.3333333333333	6.66666666666667	13.3333333333333	13.3333333333333	13.3333333333333	6.66666666666667	20.0	13.3333333333333	6.66666666666667	10.0
